id	level	name	description	desc_add1	desc_add2
28	2	Aggression	Провоцирует противника напасть на вас. Сила: 679.	none	none
28	3	Aggression	Провоцирует противника напасть на вас. Сила: 703.	none	none
28	4	Aggression	Провоцирует противника напасть на вас. Сила: 752.	none	none
28	5	Aggression	Провоцирует противника напасть на вас. Сила: 777.	none	none
28	6	Aggression	Провоцирует противника напасть на вас. Сила: 803.	none	none
28	7	Aggression	Провоцирует противника напасть на вас. Сила: 855.	none	none
28	8	Aggression	Провоцирует противника напасть на вас. Сила: 882.	none	none
28	9	Aggression	Провоцирует противника напасть на вас. Сила: 909.	none	none
28	10	Aggression	Провоцирует противника напасть на вас. Сила: 965.	none	none
28	11	Aggression	Провоцирует противника напасть на вас. Сила: 993.	none	none
28	12	Aggression	Провоцирует противника напасть на вас. Сила: 1021.	none	none
28	13	Aggression	Провоцирует противника напасть на вас. Сила: 1078.	none	none
28	14	Aggression	Провоцирует противника напасть на вас. Сила: 1107.	none	none
28	15	Aggression	Провоцирует противника напасть на вас. Сила: 1136.	none	none
28	16	Aggression	Провоцирует противника напасть на вас. Сила: 1166.	none	none
28	17	Aggression	Провоцирует противника напасть на вас. Сила: 1195.	none	none
28	18	Aggression	Провоцирует противника напасть на вас. Сила: 1224.	none	none
28	19	Aggression	Провоцирует противника напасть на вас. Сила: 1254.	none	none
28	20	Aggression	Провоцирует противника напасть на вас. Сила: 1283.	none	none
28	21	Aggression	Провоцирует противника напасть на вас. Сила: 1312.	none	none
28	22	Aggression	Провоцирует противника напасть на вас. Сила: 1342.	none	none
28	23	Aggression	Провоцирует противника напасть на вас. Сила: 1371.	none	none
28	24	Aggression	Провоцирует противника напасть на вас. Сила: 1400.	none	none
28	25	Aggression	Провоцирует противника напасть на вас. Сила: 1492.	none	none
28	26	Aggression	Провоцирует противника напасть на вас. Сила: 1457.	none	none
28	27	Aggression	Провоцирует противника напасть на вас. Сила: 1485.	none	none
28	28	Aggression	Провоцирует противника напасть на вас. Сила: 1513.	none	none
28	29	Aggression	Провоцирует противника напасть на вас. Сила: 1541.	none	none
28	30	Aggression	Провоцирует противника напасть на вас. Сила: 1568.	none	none
28	31	Aggression	Провоцирует противника напасть на вас. Сила: 1595.	none	none
28	32	Aggression	Провоцирует противника напасть на вас. Сила: 1621.	none	none
28	33	Aggression	Провоцирует противника напасть на вас. Сила: 1647.	none	none
28	34	Aggression	Провоцирует противника напасть на вас. Сила: 1672.	none	none
28	35	Aggression	Провоцирует противника напасть на вас. Сила: 1697.	none	none
28	36	Aggression	Провоцирует противника напасть на вас. Сила: 1721.	none	none
28	37	Aggression	Провоцирует противника напасть на вас. Сила: 1745.	none	none
28	38	Aggression	Провоцирует противника напасть на вас. Сила: 1768.	none	none
28	39	Aggression	Провоцирует противника напасть на вас. Сила: 1790.	none	none
28	40	Aggression	Провоцирует противника напасть на вас. Сила: 1811.	none	none
28	41	Aggression	Провоцирует противника напасть на вас. Сила: 1831.	none	none
28	42	Aggression	Провоцирует противника напасть на вас. Сила: 1851.	none	none
28	43	Aggression	Провоцирует противника напасть на вас. Сила: 1870.	none	none
28	44	Aggression	Провоцирует противника напасть на вас. Сила: 1888.	none	none
28	45	Aggression	Провоцирует противника напасть на вас. Сила: 1905.	none	none
28	46	Aggression	Провоцирует противника напасть на вас. Сила: 1921.	none	none
28	47	Aggression	Провоцирует противника напасть на вас. Сила: 1936.	none	none
28	48	Aggression	Провоцирует противника напасть на вас. Сила: 1950.	none	none
28	49	Aggression	Провоцирует противника напасть на вас. Сила: 1963.	none	none
28	101	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 2008.	+1 Power	Максимальная сила заклинания. Увеличение силы.
28	102	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 2054.	+2 Power	Увеличение силы.
28	103	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 2099.	+3 Power	Увеличение силы.
28	104	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 2145.	+4 Power	Увеличение силы.
28	105	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 2090.	+5 Power	Увеличение силы.
28	106	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 2236.	+6 Power	Увеличение силы.
28	107	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 2281.	+7 Power	Увеличение силы.
28	108	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 2327.	+8 Power	Увеличение силы.
28	109	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 2372.	+9 Power	Увеличение силы.
28	110	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 2418.	+10 Power	Увеличение силы.
28	111	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 2463.	+11 Power	Увеличение силы.
28	112	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 2509.	+12 Power	Увеличение силы.
28	113	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 2554.	+13 Power	Увеличение силы.
28	114	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 2600.	+14 Power	Увеличение силы.
28	115	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 2645.	+15 Power	Увеличение силы.
28	116	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 2691.	+16 Power	Увеличение силы.
28	117	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 2736.	+17 Power	Увеличение силы.
28	118	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 2782.	+18 Power	Увеличение силы.
28	119	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 2827.	+19 Power	Увеличение силы.
28	120	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 2873.	+20 Power	Увеличение силы.
28	121	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 2918.	+21 Power	Увеличение силы.
28	122	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 2964.	+22 Power	Увеличение силы.
28	123	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 3009.	+23 Power	Увеличение силы.
28	124	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 3055.	+24 Power	Увеличение силы.
28	125	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 3100.	+25 Power	Увеличение силы.
28	126	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 3146.	+26 Power	Увеличение силы.
28	127	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 3191.	+27 Power	Увеличение силы.
28	128	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 3237.	+28 Power	Увеличение силы.
28	129	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 3282.	+29 Power	Увеличение силы.
28	130	Aggression	Провоцирует противника напасть на вас. Улучшено: увеличение силы. Сила: 3328.	+30 Power	Увеличение силы.
28	141	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+1 Cost	Максимальная эффективность заклинания. Потребление MP уменьшено.
28	142	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+2 Cost	Потребление MP уменьшено.
28	143	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+3 Cost	Потребление MP уменьшено.
28	144	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+4 Cost	Потребление MP уменьшено.
28	145	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+5 Cost	Потребление MP уменьшено.
28	146	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+6 Cost	Потребление MP уменьшено.
28	147	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+7 Cost	Потребление MP уменьшено.
28	148	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+8 Cost	Потребление MP уменьшено.
28	149	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+9 Cost	Потребление MP уменьшено.
28	150	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+10 Cost	Потребление MP уменьшено.
28	151	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+11 Cost	Потребление MP уменьшено.
28	152	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+12 Cost	Потребление MP уменьшено.
28	153	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+13 Cost	Потребление MP уменьшено.
28	154	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+14 Cost	Потребление MP уменьшено.
28	155	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+15 Cost	Потребление MP уменьшено.
28	156	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+16 Cost	Потребление MP уменьшено.
28	157	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+17 Cost	Потребление MP уменьшено.
28	158	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+18 Cost	Потребление MP уменьшено.
28	159	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+19 Cost	Потребление MP уменьшено.
28	160	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+20 Cost	Потребление MP уменьшено.
28	161	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+21 Cost	Потребление MP уменьшено.
28	162	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+22 Cost	Потребление MP уменьшено.
28	163	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+23 Cost	Потребление MP уменьшено.
28	164	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+24 Cost	Потребление MP уменьшено.
28	165	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+25 Cost	Потребление MP уменьшено.
28	166	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+26 Cost	Потребление MP уменьшено.
28	167	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+27 Cost	Потребление MP уменьшено.
28	168	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+28 Cost	Потребление MP уменьшено.
28	169	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+29 Cost	Потребление MP уменьшено.
28	170	Aggression	Провоцирует противника напасть на вас. Улучшено: потребление MP уменьшено. Сила: 1963.	+30 Cost	Потребление MP уменьшено.
45	1	Divine Heal	Восстанавливает HP. Сила: 143.	none	none
45	2	Divine Heal	Восстанавливает HP. Сила: 150.	none	none
45	3	Divine Heal	Восстанавливает HP. Сила: 157.	none	none
45	4	Divine Heal	Восстанавливает HP. Сила: 171.	none	none
45	5	Divine Heal	Восстанавливает HP. Сила: 179.	none	none
45	6	Divine Heal	Восстанавливает HP. Сила: 187.	none	none
45	7	Divine Heal	Восстанавливает HP. Сила: 203.	none	none
45	8	Divine Heal	Восстанавливает HP. Сила: 211.	none	none
45	9	Divine Heal	Восстанавливает HP. Сила: 219.	none	none
56	1	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 65. Возможен критический удар.	none	none
56	2	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 71. Возможен критический удар.	none	none
56	3	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 78. Возможен критический удар.	none	none
56	4	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 102. Возможен критический удар.	none	none
56	5	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 112. Возможен критический удар.	none	none
56	6	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 122. Возможен критический удар.	none	none
56	7	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 158. Возможен критический удар.	none	none
56	8	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 172. Возможен критический удар.	none	none
56	9	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 187. Возможен критический удар.	none	none
56	10	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 239. Возможен критический удар.	none	none
56	11	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 258. Возможен критический удар.	none	none
56	12	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 279. Возможен критический удар.	none	none
56	13	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 326. Возможен критический удар.	none	none
56	14	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 352. Возможен критический удар.	none	none
56	15	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 379. Возможен критический удар.	none	none
56	16	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 440. Возможен критический удар.	none	none
56	17	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 472. Возможен критический удар.	none	none
56	18	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 507. Возможен критический удар.	none	none
56	19	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 584. Возможен критический удар.	none	none
56	20	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 625. Возможен критический удар.	none	none
56	21	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 669. Возможен критический удар.	none	none
56	22	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 763. Возможен критический удар.	none	none
56	23	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 814. Возможен критический удар.	none	none
56	24	Power Shot	Наносит сильное повреждение с большого расстояния при стрельбе с лука. Сила: 865. Возможен критический удар.	none	none
58	1	Elemental Heal	Восстанавливает HP. Сила: 71.	none	none
58	2	Elemental Heal	Восстанавливает HP. Сила: 75.	none	none
58	3	Elemental Heal	Восстанавливает HP. Сила: 80.	none	none
58	4	Elemental Heal	Восстанавливает HP. Сила: 95.	none	none
58	5	Elemental Heal	Восстанавливает HP. Сила: 100.	none	none
58	6	Elemental Heal	Восстанавливает HP. Сила: 106.	none	none
58	7	Elemental Heal	Восстанавливает HP. Сила: 118.	none	none
58	8	Elemental Heal	Восстанавливает HP. Сила: 124.	none	none
58	9	Elemental Heal	Восстанавливает HP. Сила: 130.	none	none
58	10	Elemental Heal	Восстанавливает HP. Сила: 143.	none	none
58	11	Elemental Heal	Восстанавливает HP. Сила: 150.	none	none
58	12	Elemental Heal	Восстанавливает HP. Сила: 157.	none	none
58	13	Elemental Heal	Восстанавливает HP. Сила: 171.	none	none
58	14	Elemental Heal	Восстанавливает HP. Сила: 179.	none	none
58	15	Elemental Heal	Восстанавливает HP. Сила: 187.	none	none
58	16	Elemental Heal	Восстанавливает HP. Сила: 203.	none	none
58	17	Elemental Heal	Восстанавливает HP. Сила: 211.	none	none
58	18	Elemental Heal	Восстанавливает HP. Сила: 219.	none	none
58	19	Elemental Heal	Восстанавливает HP. Сила: 236.	none	none
58	20	Elemental Heal	Восстанавливает HP. Сила: 245.	none	none
58	21	Elemental Heal	Восстанавливает HP. Сила: 254.	none	none
58	22	Elemental Heal	Восстанавливает HP. Сила: 262.	none	none
58	23	Elemental Heal	Восстанавливает HP. Сила: 271.	none	none
58	24	Elemental Heal	Восстанавливает HP. Сила: 281.	none	none
58	25	Elemental Heal	Восстанавливает HP. Сила: 290.	none	none
58	26	Elemental Heal	Восстанавливает HP. Сила: 299.	none	none
58	27	Elemental Heal	Восстанавливает HP. Сила: 308.	none	none
58	28	Elemental Heal	Восстанавливает HP. Сила: 318.	none	none
58	29	Elemental Heal	Восстанавливает HP. Сила: 327.	none	none
58	30	Elemental Heal	Восстанавливает HP. Сила: 337.	none	none
58	31	Elemental Heal	Восстанавливает HP. Сила: 346.	none	none
58	32	Elemental Heal	Восстанавливает HP. Сила: 356.	none	none
58	33	Elemental Heal	Восстанавливает HP. Сила: 365.	none	none
58	34	Elemental Heal	Восстанавливает HP. Сила: 375.	none	none
58	35	Elemental Heal	Восстанавливает HP. Сила: 384.	none	none
58	36	Elemental Heal	Восстанавливает HP. Сила: 393.	none	none
58	37	Elemental Heal	Восстанавливает HP. Сила: 403.	none	none
58	38	Elemental Heal	Восстанавливает HP. Сила: 412.	none	none
58	39	Elemental Heal	Восстанавливает HP. Сила: 421.	none	none
58	40	Elemental Heal	Восстанавливает HP. Сила: 430.	none	none
58	41	Elemental Heal	Восстанавливает HP. Сила: 439.	none	none
58	42	Elemental Heal	Восстанавливает HP. Сила: 448.	none	none
58	43	Elemental Heal	Восстанавливает HP. Сила: 457.	none	none
58	44	Elemental Heal	Восстанавливает HP. Сила: 466.	none	none
58	45	Elemental Heal	Восстанавливает HP. Сила: 474.	none	none
58	46	Elemental Heal	Восстанавливает HP. Сила: 482.	none	none
58	47	Elemental Heal	Восстанавливает HP. Сила: 490.	none	none
58	48	Elemental Heal	Восстанавливает HP. Сила: 498.	none	none
58	49	Elemental Heal	Восстанавливает HP. Сила: 506.	none	none
58	50	Elemental Heal	Восстанавливает HP. Сила: 513.	none	none
58	51	Elemental Heal	Восстанавливает HP. Сила: 520.	none	none
58	52	Elemental Heal	Восстанавливает HP. Сила: 527.	none	none
58	53	Elemental Heal	Восстанавливает HP. Сила: 534.	none	none
58	54	Elemental Heal	Восстанавливает HP. Сила: 540.	none	none
58	55	Elemental Heal	Восстанавливает HP. Сила: 546.	none	none
58	101	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 550.	+1 Power	Максимальная сила заклинания. Увеличение силы.
58	102	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 553.	+2 Power	Увеличение силы.
58	103	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 556.	+3 Power	Увеличение силы.
58	104	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 560.	+4 Power	Увеличение силы.
58	105	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 563.	+5 Power	Увеличение силы.
58	106	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 566.	+6 Power	Увеличение силы.
58	107	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 570.	+7 Power	Увеличение силы.
58	108	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 573.	+8 Power	Увеличение силы.
58	109	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 576.	+9 Power	Увеличение силы.
58	110	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 579.	+10 Power	Увеличение силы.
58	111	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 583.	+11 Power	Увеличение силы.
58	112	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 586.	+12 Power	Увеличение силы.
58	113	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 589.	+13 Power	Увеличение силы.
58	114	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 593.	+14 Power	Увеличение силы.
58	115	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 596.	+15 Power	Увеличение силы.
58	116	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 599.	+16 Power	Увеличение силы.
58	117	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 603.	+17 Power	Увеличение силы.
58	118	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 606.	+18 Power	Увеличение силы.
58	119	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 609.	+19 Power	Увеличение силы.
58	120	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 613.	+20 Power	Увеличение силы.
58	121	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 616.	+21 Power	Увеличение силы.
58	122	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 619.	+22 Power	Увеличение силы.
58	123	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 622.	+23 Power	Увеличение силы.
58	124	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 626.	+24 Power	Увеличение силы.
58	125	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 629.	+25 Power	Увеличение силы.
58	126	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 632.	+26 Power	Увеличение силы.
58	127	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 636.	+27 Power	Увеличение силы.
58	128	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 639.	+28 Power	Увеличение силы.
58	129	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 642.	+29 Power	Увеличение силы.
58	130	Elemental Heal	Восстанавливает HP. Улучшено: увеличение силы. Сила: 646.	+30 Power	Увеличение силы.
58	141	Elemental Heal	Восстанавливает HP. Улучшено: потребление MP уменьшено. Сила: 546.	+1 Cost	Максимальная эффективность заклинания. Потребление MP уменьшено.
58	142	Elemental Heal	Восстанавливает HP. Улучшено: потребление MP уменьшено. Сила: 546.	+2 Cost	Потребление MP уменьшено.
58	143	Elemental Heal	Восстанавливает HP. Улучшено: потребление MP уменьшено. Сила: 546.	+3 Cost	Потребление MP уменьшено.
58	144	Elemental Heal	Восстанавливает HP. Улучшено: потребление MP уменьшено. Сила: 546.	+4 Cost	Потребление MP уменьшено.
58	145	Elemental Heal	Восстанавливает HP. Улучшено: потребление MP уменьшено. Сила: 546.	+5 Cost	Потребление MP уменьшено.
58	146	Elemental Heal	Восстанавливает HP. Улучшено: потребление MP уменьшено. Сила: 546.	+6 Cost	Потребление MP уменьшено.
58	147	Elemental Heal	Восстанавливает HP. Улучшено: потребление MP уменьшено. Сила: 546.	+7 Cost	Потребление MP уменьшено.
58	148	Elemental Heal	Восстанавливает HP. Улучшено: потребление MP уменьшено. Сила: 546.	+8 Cost	Потребление MP уменьшено.
58	149	Elemental Heal	Восстанавливает HP. Улучшено: потребление MP уменьшено. Сила: 546.	+9 Cost	Потребление MP уменьшено.
58	150	Elemental Heal	Восстанавливает HP. Улучшено: потребление MP уменьшено. Сила: 546.	+10 Cost	Потребление MP уменьшено.
58	151	Elemental Heal	Восстанавливает HP. Улучшено: потребление MP уменьшено. Сила: 546.	+11 Cost	Потребление MP уменьшено.
58	152	Elemental Heal	Восстанавливает HP. Улучшено: потребление MP уменьшено. Сила: 546.	+12 Cost	Потребление MP уменьшено.
58	153	Elemental Heal	Восстанавливает HP. Улучшено: потребление MP уменьшено. Сила: 546.	+13 Cost	Потребление MP уменьшено.
58	154	Elemental Heal	Восстанавливает HP. Улучшено: потребление MP уменьшено. Сила: 546.	+14 Cost	Потребление MP уменьшено.
58	155	Elemental Heal	Восстанавливает HP. Улучшено: потребление MP уменьшено. Сила: 546.	+15 Cost	Потребление MP уменьшено.
